timestamp,intersection_id,mode,ring1_phase,ring1_state,ring1_elapsed_ms,ring2_phase,ring2_state,ring2_elapsed_ms,p1,p2,p3,p4,p5,p6,p7,p8,event
2025-08-12T12:00:49Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:00:50Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T12:00:51Z,17,NORMAL,2,G,965,6,G,965,R,G,R,R,R,G,R,R,
2025-08-12T12:00:52Z,17,NORMAL,2,G,1974,6,G,1974,R,G,R,R,R,G,R,R,
2025-08-12T12:00:53Z,17,NORMAL,2,G,2931,6,G,2931,R,G,R,R,R,G,R,R,
2025-08-12T12:00:54Z,17,NORMAL,2,G,3909,6,G,3909,R,G,R,R,R,G,R,R,
2025-08-12T12:00:55Z,17,NORMAL,2,G,4936,6,G,4936,R,G,R,R,R,G,R,R,
2025-08-12T12:00:56Z,17,NORMAL,2,G,5961,6,G,5961,R,G,R,R,R,G,R,R,
2025-08-12T12:00:57Z,17,NORMAL,2,G,6934,6,G,6934,R,G,R,R,R,G,R,R,
2025-08-12T12:00:58Z,17,NORMAL,2,G,7894,6,G,7894,R,G,R,R,R,G,R,R,
2025-08-12T12:00:59Z,17,NORMAL,2,G,8937,6,G,8937,R,G,R,R,R,G,R,R,
2025-08-12T12:01:00Z,17,NORMAL,2,G,9923,6,G,9923,R,G,R,R,R,G,R,R,
2025-08-12T12:01:01Z,17,NORMAL,2,G,10958,6,G,10958,R,G,R,R,R,G,R,R,
2025-08-12T12:01:02Z,17,NORMAL,2,G,11913,6,G,11913,R,G,R,R,R,G,R,R,
2025-08-12T12:01:03Z,17,NORMAL,2,G,12917,6,G,12917,R,G,R,R,R,G,R,R,
2025-08-12T12:01:04Z,17,NORMAL,2,G,13958,6,G,13958,R,G,R,R,R,G,R,R,
2025-08-12T12:01:05Z,17,NORMAL,2,G,14947,6,G,14947,R,G,R,R,R,G,R,R,
2025-08-12T12:01:06Z,17,NORMAL,2,G,15923,6,G,15923,R,G,R,R,R,G,R,R,
2025-08-12T12:01:07Z,17,NORMAL,2,G,16881,6,G,16881,R,G,R,R,R,G,R,R,
2025-08-12T12:01:08Z,17,NORMAL,2,G,17883,6,G,17883,R,G,R,R,R,G,R,R,
2025-08-12T12:01:09Z,17,NORMAL,2,G,18833,6,G,18833,R,G,R,R,R,G,R,R,
2025-08-12T12:01:10Z,17,NORMAL,2,G,19804,6,G,19804,R,G,R,R,R,G,R,R,
2025-08-12T12:01:11Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T12:01:12Z,17,NORMAL,2,Y,984,6,Y,984,R,Y,R,R,R,Y,R,R,
2025-08-12T12:01:13Z,17,NORMAL,2,Y,1950,6,Y,1950,R,Y,R,R,R,Y,R,R,
2025-08-12T12:01:14Z,17,NORMAL,2,Y,2903,6,Y,2903,R,Y,R,R,R,Y,R,R,
2025-08-12T12:01:15Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:01:16Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T12:01:17Z,17,NORMAL,4,G,1028,8,G,1028,R,R,R,G,R,R,R,G,
2025-08-12T12:01:18Z,17,NORMAL,4,G,2043,8,G,2043,R,R,R,G,R,R,R,G,
2025-08-12T12:01:19Z,17,NORMAL,4,G,3040,8,G,3040,R,R,R,G,R,R,R,G,
2025-08-12T12:01:20Z,17,NORMAL,4,G,4026,8,G,4026,R,R,R,G,R,R,R,G,
2025-08-12T12:01:21Z,17,NORMAL,4,G,5061,8,G,5061,R,R,R,G,R,R,R,G,
2025-08-12T12:01:22Z,17,NORMAL,4,G,6016,8,G,6016,R,R,R,G,R,R,R,G,
2025-08-12T12:01:23Z,17,NORMAL,4,G,7020,8,G,7020,R,R,R,G,R,R,R,G,
2025-08-12T12:01:24Z,17,NORMAL,4,G,8068,8,G,8068,R,R,R,G,R,R,R,G,
2025-08-12T12:01:25Z,17,NORMAL,4,G,9064,8,G,9064,R,R,R,G,R,R,R,G,
2025-08-12T12:01:26Z,17,NORMAL,4,G,10081,8,G,10081,R,R,R,G,R,R,R,G,
2025-08-12T12:01:27Z,17,NORMAL,4,G,11046,8,G,11046,R,R,R,G,R,R,R,G,
2025-08-12T12:01:28Z,17,NORMAL,4,G,12009,8,G,12009,R,R,R,G,R,R,R,G,
2025-08-12T12:01:29Z,17,NORMAL,4,G,13021,8,G,13021,R,R,R,G,R,R,R,G,
2025-08-12T12:01:30Z,17,NORMAL,4,G,14054,8,G,14054,R,R,R,G,R,R,R,G,
2025-08-12T12:01:31Z,17,NORMAL,4,G,15035,8,G,15035,R,R,R,G,R,R,R,G,
2025-08-12T12:01:32Z,17,NORMAL,4,G,16060,8,G,16060,R,R,R,G,R,R,R,G,
2025-08-12T12:01:33Z,17,NORMAL,4,G,17033,8,G,17033,R,R,R,G,R,R,R,G,
2025-08-12T12:01:34Z,17,NORMAL,4,G,18027,8,G,18027,R,R,R,G,R,R,R,G,
2025-08-12T12:01:35Z,17,NORMAL,4,G,19070,8,G,19070,R,R,R,G,R,R,R,G,
2025-08-12T12:01:36Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T12:01:37Z,17,NORMAL,4,Y,998,8,Y,998,R,R,R,Y,R,R,R,Y,
2025-08-12T12:01:38Z,17,NORMAL,4,Y,1983,8,Y,1983,R,R,R,Y,R,R,R,Y,
2025-08-12T12:01:39Z,17,NORMAL,4,Y,2950,8,Y,2950,R,R,R,Y,R,R,R,Y,
2025-08-12T12:01:40Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:01:41Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T12:01:42Z,17,NORMAL,2,G,1047,6,G,1047,R,G,R,R,R,G,R,R,
2025-08-12T12:01:43Z,17,NORMAL,2,G,2076,6,G,2076,R,G,R,R,R,G,R,R,
2025-08-12T12:01:44Z,17,NORMAL,2,G,3069,6,G,3069,R,G,R,R,R,G,R,R,
2025-08-12T12:01:45Z,17,NORMAL,2,G,4111,6,G,4111,R,G,R,R,R,G,R,R,
2025-08-12T12:01:46Z,17,NORMAL,2,G,5073,6,G,5073,R,G,R,R,R,G,R,R,
2025-08-12T12:01:47Z,17,NORMAL,2,G,6084,6,G,6084,R,G,R,R,R,G,R,R,
2025-08-12T12:01:48Z,17,NORMAL,2,G,7038,6,G,7038,R,G,R,R,R,G,R,R,
2025-08-12T12:01:49Z,17,NORMAL,2,G,8075,6,G,8075,R,G,R,R,R,G,R,R,
2025-08-12T12:01:50Z,17,NORMAL,2,G,9099,6,G,9099,R,G,R,R,R,G,R,R,
2025-08-12T12:01:51Z,17,NORMAL,2,G,10071,6,G,10071,R,G,R,R,R,G,R,R,
2025-08-12T12:01:52Z,17,NORMAL,2,G,11032,6,G,11032,R,G,R,R,R,G,R,R,
2025-08-12T12:01:53Z,17,NORMAL,2,G,12076,6,G,12076,R,G,R,R,R,G,R,R,
2025-08-12T12:01:54Z,17,NORMAL,2,G,13107,6,G,13107,R,G,R,R,R,G,R,R,
2025-08-12T12:01:55Z,17,NORMAL,2,G,14120,6,G,14120,R,G,R,R,R,G,R,R,
2025-08-12T12:01:56Z,17,NORMAL,2,G,15143,6,G,15143,R,G,R,R,R,G,R,R,
2025-08-12T12:01:57Z,17,NORMAL,2,G,16148,6,G,16148,R,G,R,R,R,G,R,R,
2025-08-12T12:01:58Z,17,NORMAL,2,G,17140,6,G,17140,R,G,R,R,R,G,R,R,
2025-08-12T12:01:59Z,17,NORMAL,2,G,18114,6,G,18114,R,G,R,R,R,G,R,R,
2025-08-12T12:02:00Z,17,NORMAL,2,G,19153,6,G,19153,R,G,R,R,R,G,R,R,
2025-08-12T12:02:01Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:02Z,17,NORMAL,2,Y,1008,6,Y,1008,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:03Z,17,NORMAL,2,Y,1998,6,Y,1998,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:04Z,17,NORMAL,2,Y,2998,6,Y,2998,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:05Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:02:06Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T12:02:07Z,17,NORMAL,4,G,951,8,G,951,R,R,R,G,R,R,R,G,
2025-08-12T12:02:08Z,17,NORMAL,4,G,1976,8,G,1976,R,R,R,G,R,R,R,G,
2025-08-12T12:02:09Z,17,NORMAL,4,G,2949,8,G,2949,R,R,R,G,R,R,R,G,
2025-08-12T12:02:10Z,17,NORMAL,4,G,3943,8,G,3943,R,R,R,G,R,R,R,G,
2025-08-12T12:02:11Z,17,NORMAL,4,G,4986,8,G,4986,R,R,R,G,R,R,R,G,
2025-08-12T12:02:12Z,17,NORMAL,4,G,5972,8,G,5972,R,R,R,G,R,R,R,G,
2025-08-12T12:02:13Z,17,NORMAL,4,G,7007,8,G,7007,R,R,R,G,R,R,R,G,
2025-08-12T12:02:14Z,17,NORMAL,4,G,7962,8,G,7962,R,R,R,G,R,R,R,G,
2025-08-12T12:02:15Z,17,NORMAL,4,G,8966,8,G,8966,R,R,R,G,R,R,R,G,
2025-08-12T12:02:16Z,17,NORMAL,4,G,9968,8,G,9968,R,R,R,G,R,R,R,G,
2025-08-12T12:02:17Z,17,NORMAL,4,G,10918,8,G,10918,R,R,R,G,R,R,R,G,
2025-08-12T12:02:18Z,17,NORMAL,4,G,11956,8,G,11956,R,R,R,G,R,R,R,G,
2025-08-12T12:02:19Z,17,NORMAL,4,G,12976,8,G,12976,R,R,R,G,R,R,R,G,
2025-08-12T12:02:20Z,17,NORMAL,4,G,13939,8,G,13939,R,R,R,G,R,R,R,G,
2025-08-12T12:02:21Z,17,NORMAL,4,G,14951,8,G,14951,R,R,R,G,R,R,R,G,
2025-08-12T12:02:22Z,17,NORMAL,4,G,15984,8,G,15984,R,R,R,G,R,R,R,G,
2025-08-12T12:02:23Z,17,NORMAL,4,G,16965,8,G,16965,R,R,R,G,R,R,R,G,
2025-08-12T12:02:24Z,17,NORMAL,4,G,17935,8,G,17935,R,R,R,G,R,R,R,G,
2025-08-12T12:02:25Z,17,NORMAL,4,G,18954,8,G,18954,R,R,R,G,R,R,R,G,
2025-08-12T12:02:26Z,17,NORMAL,4,G,19994,8,G,19994,R,R,R,G,R,R,R,G,
2025-08-12T12:02:27Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T12:02:28Z,17,NORMAL,4,Y,1032,8,Y,1032,R,R,R,Y,R,R,R,Y,
2025-08-12T12:02:29Z,17,NORMAL,4,Y,2012,8,Y,2012,R,R,R,Y,R,R,R,Y,
2025-08-12T12:02:30Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:02:31Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T12:02:32Z,17,NORMAL,2,G,1048,6,G,1048,R,G,R,R,R,G,R,R,
2025-08-12T12:02:33Z,17,NORMAL,2,G,2044,6,G,2044,R,G,R,R,R,G,R,R,
2025-08-12T12:02:34Z,17,NORMAL,2,G,3061,6,G,3061,R,G,R,R,R,G,R,R,
2025-08-12T12:02:35Z,17,NORMAL,2,G,4026,6,G,4026,R,G,R,R,R,G,R,R,
2025-08-12T12:02:36Z,17,NORMAL,2,G,5035,6,G,5035,R,G,R,R,R,G,R,R,
2025-08-12T12:02:37Z,17,NORMAL,2,G,5992,6,G,5992,R,G,R,R,R,G,R,R,
2025-08-12T12:02:38Z,17,NORMAL,2,G,6970,6,G,6970,R,G,R,R,R,G,R,R,
2025-08-12T12:02:39Z,17,NORMAL,2,G,7997,6,G,7997,R,G,R,R,R,G,R,R,
2025-08-12T12:02:40Z,17,NORMAL,2,G,8997,6,G,8997,R,G,R,R,R,G,R,R,
2025-08-12T12:02:41Z,17,NORMAL,2,G,9979,6,G,9979,R,G,R,R,R,G,R,R,
2025-08-12T12:02:42Z,17,NORMAL,2,G,10948,6,G,10948,R,G,R,R,R,G,R,R,
2025-08-12T12:02:43Z,17,NORMAL,2,G,11899,6,G,11899,R,G,R,R,R,G,R,R,
2025-08-12T12:02:44Z,17,NORMAL,2,G,12860,6,G,12860,R,G,R,R,R,G,R,R,
2025-08-12T12:02:45Z,17,NORMAL,2,G,13904,6,G,13904,R,G,R,R,R,G,R,R,
2025-08-12T12:02:46Z,17,NORMAL,2,G,14935,6,G,14935,R,G,R,R,R,G,R,R,
2025-08-12T12:02:47Z,17,NORMAL,2,G,15948,6,G,15948,R,G,R,R,R,G,R,R,
2025-08-12T12:02:48Z,17,NORMAL,2,G,16925,6,G,16925,R,G,R,R,R,G,R,R,
2025-08-12T12:02:49Z,17,NORMAL,2,G,17884,6,G,17884,R,G,R,R,R,G,R,R,
2025-08-12T12:02:50Z,17,NORMAL,2,G,18931,6,G,18931,R,G,R,R,R,G,R,R,
2025-08-12T12:02:51Z,17,NORMAL,2,G,19960,6,G,19960,R,G,R,R,R,G,R,R,
2025-08-12T12:02:52Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:53Z,17,NORMAL,2,Y,1021,6,Y,1021,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:54Z,17,NORMAL,2,Y,2029,6,Y,2029,R,Y,R,R,R,Y,R,R,
2025-08-12T12:02:55Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:02:56Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T12:02:57Z,17,NORMAL,4,G,1028,8,G,1028,R,R,R,G,R,R,R,G,
2025-08-12T12:02:58Z,17,NORMAL,4,G,2043,8,G,2043,R,R,R,G,R,R,R,G,
2025-08-12T12:02:59Z,17,NORMAL,4,G,3040,8,G,3040,R,R,R,G,R,R,R,G,
2025-08-12T12:03:00Z,17,NORMAL,4,G,4047,8,G,4047,R,R,R,G,R,R,R,G,
2025-08-12T12:03:01Z,17,NORMAL,4,G,5036,8,G,5036,R,R,R,G,R,R,R,G,
2025-08-12T12:03:02Z,17,NORMAL,4,G,6012,8,G,6012,R,R,R,G,R,R,R,G,
2025-08-12T12:03:03Z,17,NORMAL,4,G,6970,8,G,6970,R,R,R,G,R,R,R,G,
2025-08-12T12:03:04Z,17,NORMAL,4,G,7993,8,G,7993,R,R,R,G,R,R,R,G,
2025-08-12T12:03:05Z,17,NORMAL,4,G,8998,8,G,8998,R,R,R,G,R,R,R,G,
2025-08-12T12:03:06Z,17,NORMAL,4,G,9990,8,G,9990,R,R,R,G,R,R,R,G,
2025-08-12T12:03:07Z,17,NORMAL,4,G,10964,8,G,10964,R,R,R,G,R,R,R,G,
2025-08-12T12:03:08Z,17,NORMAL,4,G,11948,8,G,11948,R,R,R,G,R,R,R,G,
2025-08-12T12:03:09Z,17,NORMAL,4,G,12914,8,G,12914,R,R,R,G,R,R,R,G,
2025-08-12T12:03:10Z,17,NORMAL,4,G,13867,8,G,13867,R,R,R,G,R,R,R,G,
2025-08-12T12:03:11Z,17,NORMAL,4,G,14903,8,G,14903,R,R,R,G,R,R,R,G,
2025-08-12T12:03:12Z,17,NORMAL,4,G,15942,8,G,15942,R,R,R,G,R,R,R,G,
2025-08-12T12:03:13Z,17,NORMAL,4,G,16963,8,G,16963,R,R,R,G,R,R,R,G,
2025-08-12T12:03:14Z,17,NORMAL,4,G,17971,8,G,17971,R,R,R,G,R,R,R,G,
2025-08-12T12:03:15Z,17,NORMAL,4,G,18961,8,G,18961,R,R,R,G,R,R,R,G,
2025-08-12T12:03:16Z,17,NORMAL,4,G,19961,8,G,19961,R,R,R,G,R,R,R,G,
2025-08-12T12:03:17Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T12:03:18Z,17,NORMAL,4,Y,969,8,Y,969,R,R,R,Y,R,R,R,Y,
2025-08-12T12:03:19Z,17,NORMAL,4,Y,1920,8,Y,1920,R,R,R,Y,R,R,R,Y,
2025-08-12T12:03:20Z,17,NORMAL,4,Y,2936,8,Y,2936,R,R,R,Y,R,R,R,Y,
2025-08-12T12:03:21Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:03:22Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T12:03:23Z,17,NORMAL,2,G,967,6,G,967,R,G,R,R,R,G,R,R,
2025-08-12T12:03:24Z,17,NORMAL,2,G,1944,6,G,1944,R,G,R,R,R,G,R,R,
2025-08-12T12:03:25Z,17,NORMAL,2,G,2903,6,G,2903,R,G,R,R,R,G,R,R,
2025-08-12T12:03:26Z,17,NORMAL,2,G,3950,6,G,3950,R,G,R,R,R,G,R,R,
2025-08-12T12:03:27Z,17,NORMAL,2,G,4979,6,G,4979,R,G,R,R,R,G,R,R,
2025-08-12T12:03:28Z,17,NORMAL,2,G,5997,6,G,5997,R,G,R,R,R,G,R,R,
2025-08-12T12:03:29Z,17,NORMAL,2,G,6963,6,G,6963,R,G,R,R,R,G,R,R,
2025-08-12T12:03:30Z,17,NORMAL,2,G,7916,6,G,7916,R,G,R,R,R,G,R,R,
2025-08-12T12:03:31Z,17,NORMAL,2,G,8952,6,G,8952,R,G,R,R,R,G,R,R,
2025-08-12T12:03:32Z,17,NORMAL,2,G,9931,6,G,9931,R,G,R,R,R,G,R,R,
2025-08-12T12:03:33Z,17,NORMAL,2,G,10959,6,G,10959,R,G,R,R,R,G,R,R,
2025-08-12T12:03:34Z,17,NORMAL,2,G,12008,6,G,12008,R,G,R,R,R,G,R,R,
2025-08-12T12:03:35Z,17,NORMAL,2,G,13005,6,G,13005,R,G,R,R,R,G,R,R,
2025-08-12T12:03:36Z,17,NORMAL,2,G,13966,6,G,13966,R,G,R,R,R,G,R,R,
2025-08-12T12:03:37Z,17,NORMAL,2,G,15010,6,G,15010,R,G,R,R,R,G,R,R,
2025-08-12T12:03:38Z,17,NORMAL,2,G,16041,6,G,16041,R,G,R,R,R,G,R,R,
2025-08-12T12:03:39Z,17,NORMAL,2,G,17054,6,G,17054,R,G,R,R,R,G,R,R,
2025-08-12T12:03:40Z,17,NORMAL,2,G,18077,6,G,18077,R,G,R,R,R,G,R,R,
2025-08-12T12:03:41Z,17,NORMAL,2,G,19082,6,G,19082,R,G,R,R,R,G,R,R,
2025-08-12T12:03:42Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T12:03:43Z,17,NORMAL,2,Y,974,6,Y,974,R,Y,R,R,R,Y,R,R,
2025-08-12T12:03:44Z,17,NORMAL,2,Y,2022,6,Y,2022,R,Y,R,R,R,Y,R,R,
2025-08-12T12:03:45Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:03:46Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T12:03:47Z,17,NORMAL,4,G,965,8,G,965,R,R,R,G,R,R,R,G,
2025-08-12T12:03:48Z,17,NORMAL,4,G,1974,8,G,1974,R,R,R,G,R,R,R,G,
2025-08-12T12:03:49Z,17,NORMAL,4,G,2931,8,G,2931,R,R,R,G,R,R,R,G,
2025-08-12T12:03:50Z,17,NORMAL,4,G,3909,8,G,3909,R,R,R,G,R,R,R,G,
2025-08-12T12:03:51Z,17,NORMAL,4,G,4936,8,G,4936,R,R,R,G,R,R,R,G,
2025-08-12T12:03:52Z,17,NORMAL,4,G,5961,8,G,5961,R,R,R,G,R,R,R,G,
2025-08-12T12:03:53Z,17,NORMAL,4,G,6934,8,G,6934,R,R,R,G,R,R,R,G,
2025-08-12T12:03:54Z,17,NORMAL,4,G,7928,8,G,7928,R,R,R,G,R,R,R,G,
2025-08-12T12:03:55Z,17,NORMAL,4,G,8971,8,G,8971,R,R,R,G,R,R,R,G,
2025-08-12T12:03:56Z,17,NORMAL,4,G,9957,8,G,9957,R,R,R,G,R,R,R,G,
2025-08-12T12:03:57Z,17,NORMAL,4,G,10992,8,G,10992,R,R,R,G,R,R,R,G,
2025-08-12T12:03:58Z,17,NORMAL,4,G,11947,8,G,11947,R,R,R,G,R,R,R,G,
2025-08-12T12:03:59Z,17,NORMAL,4,G,12951,8,G,12951,R,R,R,G,R,R,R,G,
2025-08-12T12:04:00Z,17,NORMAL,4,G,13944,8,G,13944,R,R,R,G,R,R,R,G,
2025-08-12T12:04:01Z,17,NORMAL,4,G,14919,8,G,14919,R,R,R,G,R,R,R,G,
2025-08-12T12:04:02Z,17,NORMAL,4,G,15881,8,G,15881,R,R,R,G,R,R,R,G,
2025-08-12T12:04:03Z,17,NORMAL,4,G,16926,8,G,16926,R,R,R,G,R,R,R,G,
2025-08-12T12:04:04Z,17,NORMAL,4,G,17880,8,G,17880,R,R,R,G,R,R,R,G,
2025-08-12T12:04:05Z,17,NORMAL,4,G,18917,8,G,18917,R,R,R,G,R,R,R,G,
2025-08-12T12:04:06Z,17,NORMAL,4,G,19941,8,G,19941,R,R,R,G,R,R,R,G,
2025-08-12T12:04:07Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T12:04:08Z,17,NORMAL,4,Y,970,8,Y,970,R,R,R,Y,R,R,R,Y,
2025-08-12T12:04:09Z,17,NORMAL,4,Y,1989,8,Y,1989,R,R,R,Y,R,R,R,Y,
2025-08-12T12:04:10Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T12:04:11Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T12:04:12Z,17,NORMAL,2,G,1032,6,G,1032,R,G,R,R,R,G,R,R,
2025-08-12T12:04:13Z,17,NORMAL,2,G,2046,6,G,2046,R,G,R,R,R,G,R,R,
