timestamp,intersection_id,mode,ring1_phase,ring1_state,ring1_elapsed_ms,ring2_phase,ring2_state,ring2_elapsed_ms,p1,p2,p3,p4,p5,p6,p7,p8,event
2025-08-12T14:00:49Z,17,NORMAL,2,G,977,6,G,977,R,G,R,R,R,G,R,R,
2025-08-12T14:00:50Z,17,NORMAL,2,G,1941,6,G,1941,R,G,R,R,R,G,R,R,
2025-08-12T14:00:51Z,17,NORMAL,2,G,2988,6,G,2988,R,G,R,R,R,G,R,R,
2025-08-12T14:00:52Z,17,NORMAL,2,G,3978,6,G,3978,R,G,R,R,R,G,R,R,
2025-08-12T14:00:53Z,17,NORMAL,2,G,5017,6,G,5017,R,G,R,R,R,G,R,R,
2025-08-12T14:00:54Z,17,NORMAL,2,G,5976,6,G,5976,R,G,R,R,R,G,R,R,
2025-08-12T14:00:55Z,17,NORMAL,2,G,6984,6,G,6984,R,G,R,R,R,G,R,R,
2025-08-12T14:00:56Z,17,NORMAL,2,G,7956,6,G,7956,R,G,R,R,R,G,R,R,
2025-08-12T14:00:57Z,17,NORMAL,2,G,8910,6,G,8910,R,G,R,R,R,G,R,R,
2025-08-12T14:00:58Z,17,NORMAL,2,G,9952,6,G,9952,R,G,R,R,R,G,R,R,
2025-08-12T14:00:59Z,17,NORMAL,2,G,10976,6,G,10976,R,G,R,R,R,G,R,R,
2025-08-12T14:01:00Z,17,NORMAL,2,G,12010,6,G,12010,R,G,R,R,R,G,R,R,
2025-08-12T14:01:01Z,17,NORMAL,2,G,13026,6,G,13026,R,G,R,R,R,G,R,R,
2025-08-12T14:01:02Z,17,NORMAL,2,G,14029,6,G,14029,R,G,R,R,R,G,R,R,
2025-08-12T14:01:03Z,17,NORMAL,2,G,15014,6,G,15014,R,G,R,R,R,G,R,R,
2025-08-12T14:01:04Z,17,NORMAL,2,G,15972,6,G,15972,R,G,R,R,R,G,R,R,
2025-08-12T14:01:05Z,17,NORMAL,2,G,16979,6,G,16979,R,G,R,R,R,G,R,R,
2025-08-12T14:01:06Z,17,NORMAL,2,G,18007,6,G,18007,R,G,R,R,R,G,R,R,
2025-08-12T14:01:07Z,17,NORMAL,2,G,18983,6,G,18983,R,G,R,R,R,G,R,R,
2025-08-12T14:01:08Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T14:01:09Z,17,NORMAL,2,Y,968,6,Y,968,R,Y,R,R,R,Y,R,R,
2025-08-12T14:01:10Z,17,NORMAL,2,Y,1957,6,Y,1957,R,Y,R,R,R,Y,R,R,
2025-08-12T14:01:11Z,17,NORMAL,2,Y,2995,6,Y,2995,R,Y,R,R,R,Y,R,R,
2025-08-12T14:01:12Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:01:13Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T14:01:14Z,17,NORMAL,4,G,1005,8,G,1005,R,R,R,G,R,R,R,G,
2025-08-12T14:01:15Z,17,NORMAL,4,G,1958,8,G,1958,R,R,R,G,R,R,R,G,
2025-08-12T14:01:16Z,17,NORMAL,4,G,2955,8,G,2955,R,R,R,G,R,R,R,G,
2025-08-12T14:01:17Z,17,NORMAL,4,G,4001,8,G,4001,R,R,R,G,R,R,R,G,
2025-08-12T14:01:18Z,17,NORMAL,4,G,4967,8,G,4967,R,R,R,G,R,R,R,G,
2025-08-12T14:01:19Z,17,NORMAL,4,G,5982,8,G,5982,R,R,R,G,R,R,R,G,
2025-08-12T14:01:20Z,17,NORMAL,4,G,6986,8,G,6986,R,R,R,G,R,R,R,G,
2025-08-12T14:01:21Z,17,NORMAL,4,G,7972,8,G,7972,R,R,R,G,R,R,R,G,
2025-08-12T14:01:22Z,17,NORMAL,4,G,8945,8,G,8945,R,R,R,G,R,R,R,G,
2025-08-12T14:01:23Z,17,NORMAL,4,G,9900,8,G,9900,R,R,R,G,R,R,R,G,
2025-08-12T14:01:24Z,17,NORMAL,4,G,10865,8,G,10865,R,R,R,G,R,R,R,G,
2025-08-12T14:01:25Z,17,NORMAL,4,G,11913,8,G,11913,R,R,R,G,R,R,R,G,
2025-08-12T14:01:26Z,17,NORMAL,4,G,12948,8,G,12948,R,R,R,G,R,R,R,G,
2025-08-12T14:01:27Z,17,NORMAL,4,G,13965,8,G,13965,R,R,R,G,R,R,R,G,
2025-08-12T14:01:28Z,17,NORMAL,4,G,14946,8,G,14946,R,R,R,G,R,R,R,G,
2025-08-12T14:01:29Z,17,NORMAL,4,G,15976,8,G,15976,R,R,R,G,R,R,R,G,
2025-08-12T14:01:30Z,17,NORMAL,4,G,16926,8,G,16926,R,R,R,G,R,R,R,G,
2025-08-12T14:01:31Z,17,NORMAL,4,G,17925,8,G,17925,R,R,R,G,R,R,R,G,
2025-08-12T14:01:32Z,17,NORMAL,4,G,18968,8,G,18968,R,R,R,G,R,R,R,G,
2025-08-12T14:01:33Z,17,NORMAL,4,G,19993,8,G,19993,R,R,R,G,R,R,R,G,
2025-08-12T14:01:34Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T14:01:35Z,17,NORMAL,4,Y,960,8,Y,960,R,R,R,Y,R,R,R,Y,
2025-08-12T14:01:36Z,17,NORMAL,4,Y,1994,8,Y,1994,R,R,R,Y,R,R,R,Y,
2025-08-12T14:01:37Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:01:38Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T14:01:39Z,17,NORMAL,2,G,985,6,G,985,R,G,R,R,R,G,R,R,
2025-08-12T14:01:40Z,17,NORMAL,2,G,1980,6,G,1980,R,G,R,R,R,G,R,R,
2025-08-12T14:01:41Z,17,NORMAL,2,G,2957,6,G,2957,R,G,R,R,R,G,R,R,
2025-08-12T14:01:42Z,17,NORMAL,2,G,3921,6,G,3921,R,G,R,R,R,G,R,R,
2025-08-12T14:01:43Z,17,NORMAL,2,G,4968,6,G,4968,R,G,R,R,R,G,R,R,
2025-08-12T14:01:44Z,17,NORMAL,2,G,5979,6,G,5979,R,G,R,R,R,G,R,R,
2025-08-12T14:01:45Z,17,NORMAL,2,G,6972,6,G,6972,R,G,R,R,R,G,R,R,
2025-08-12T14:01:46Z,17,NORMAL,2,G,7952,6,G,7952,R,G,R,R,R,G,R,R,
2025-08-12T14:01:47Z,17,NORMAL,2,G,8914,6,G,8914,R,G,R,R,R,G,R,R,
2025-08-12T14:01:48Z,17,NORMAL,2,G,9886,6,G,9886,R,G,R,R,R,G,R,R,
2025-08-12T14:01:49Z,17,NORMAL,2,G,10840,6,G,10840,R,G,R,R,R,G,R,R,
2025-08-12T14:01:50Z,17,NORMAL,2,G,11882,6,G,11882,R,G,R,R,R,G,R,R,
2025-08-12T14:01:51Z,17,NORMAL,2,G,12906,6,G,12906,R,G,R,R,R,G,R,R,
2025-08-12T14:01:52Z,17,NORMAL,2,G,13919,6,G,13919,R,G,R,R,R,G,R,R,
2025-08-12T14:01:53Z,17,NORMAL,2,G,14880,6,G,14880,R,G,R,R,R,G,R,R,
2025-08-12T14:01:54Z,17,NORMAL,2,G,15862,6,G,15862,R,G,R,R,R,G,R,R,
2025-08-12T14:01:55Z,17,NORMAL,2,G,16893,6,G,16893,R,G,R,R,R,G,R,R,
2025-08-12T14:01:56Z,17,NORMAL,2,G,17867,6,G,17867,R,G,R,R,R,G,R,R,
2025-08-12T14:01:57Z,17,NORMAL,2,G,18890,6,G,18890,R,G,R,R,R,G,R,R,
2025-08-12T14:01:58Z,17,NORMAL,2,G,19934,6,G,19934,R,G,R,R,R,G,R,R,
2025-08-12T14:01:59Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T14:02:00Z,17,NORMAL,2,Y,990,6,Y,990,R,Y,R,R,R,Y,R,R,
2025-08-12T14:02:01Z,17,NORMAL,2,Y,2029,6,Y,2029,R,Y,R,R,R,Y,R,R,
2025-08-12T14:02:02Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:02:03Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T14:02:04Z,17,NORMAL,4,G,951,8,G,951,R,R,R,G,R,R,R,G,
2025-08-12T14:02:05Z,17,NORMAL,4,G,1951,8,G,1951,R,R,R,G,R,R,R,G,
2025-08-12T14:02:06Z,17,NORMAL,4,G,2972,8,G,2972,R,R,R,G,R,R,R,G,
2025-08-12T14:02:07Z,17,NORMAL,4,G,3941,8,G,3941,R,R,R,G,R,R,R,G,
2025-08-12T14:02:08Z,17,NORMAL,4,G,4984,8,G,4984,R,R,R,G,R,R,R,G,
2025-08-12T14:02:09Z,17,NORMAL,4,G,5975,8,G,5975,R,R,R,G,R,R,R,G,
2025-08-12T14:02:10Z,17,NORMAL,4,G,6987,8,G,6987,R,R,R,G,R,R,R,G,
2025-08-12T14:02:11Z,17,NORMAL,4,G,7947,8,G,7947,R,R,R,G,R,R,R,G,
2025-08-12T14:02:12Z,17,NORMAL,4,G,8951,8,G,8951,R,R,R,G,R,R,R,G,
2025-08-12T14:02:13Z,17,NORMAL,4,G,9937,8,G,9937,R,R,R,G,R,R,R,G,
2025-08-12T14:02:14Z,17,NORMAL,4,G,10910,8,G,10910,R,R,R,G,R,R,R,G,
2025-08-12T14:02:15Z,17,NORMAL,4,G,11932,8,G,11932,R,R,R,G,R,R,R,G,
2025-08-12T14:02:16Z,17,NORMAL,4,G,12952,8,G,12952,R,R,R,G,R,R,R,G,
2025-08-12T14:02:17Z,17,NORMAL,4,G,13920,8,G,13920,R,R,R,G,R,R,R,G,
2025-08-12T14:02:18Z,17,NORMAL,4,G,14909,8,G,14909,R,R,R,G,R,R,R,G,
2025-08-12T14:02:19Z,17,NORMAL,4,G,15947,8,G,15947,R,R,R,G,R,R,R,G,
2025-08-12T14:02:20Z,17,NORMAL,4,G,16928,8,G,16928,R,R,R,G,R,R,R,G,
2025-08-12T14:02:21Z,17,NORMAL,4,G,17958,8,G,17958,R,R,R,G,R,R,R,G,
2025-08-12T14:02:22Z,17,NORMAL,4,G,18908,8,G,18908,R,R,R,G,R,R,R,G,
2025-08-12T14:02:23Z,17,NORMAL,4,G,19907,8,G,19907,R,R,R,G,R,R,R,G,
2025-08-12T14:02:24Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T14:02:25Z,17,NORMAL,4,Y,970,8,Y,970,R,R,R,Y,R,R,R,Y,
2025-08-12T14:02:26Z,17,NORMAL,4,Y,1927,8,Y,1927,R,R,R,Y,R,R,R,Y,
2025-08-12T14:02:27Z,17,NORMAL,4,Y,2967,8,Y,2967,R,R,R,Y,R,R,R,Y,
2025-08-12T14:02:28Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:02:29Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T14:02:30Z,17,NORMAL,2,G,1019,6,G,1019,R,G,R,R,R,G,R,R,
2025-08-12T14:02:31Z,17,NORMAL,2,G,2020,6,G,2020,R,G,R,R,R,G,R,R,
2025-08-12T14:02:32Z,17,NORMAL,2,G,2985,6,G,2985,R,G,R,R,R,G,R,R,
2025-08-12T14:02:33Z,17,NORMAL,2,G,4033,6,G,4033,R,G,R,R,R,G,R,R,
2025-08-12T14:02:34Z,17,NORMAL,2,G,5068,6,G,5068,R,G,R,R,R,G,R,R,
2025-08-12T14:02:35Z,17,NORMAL,2,G,6085,6,G,6085,R,G,R,R,R,G,R,R,
2025-08-12T14:02:36Z,17,NORMAL,2,G,7112,6,G,7112,R,G,R,R,R,G,R,R,
2025-08-12T14:02:37Z,17,NORMAL,2,G,8121,6,G,8121,R,G,R,R,R,G,R,R,
2025-08-12T14:02:38Z,17,NORMAL,2,G,9117,6,G,9117,R,G,R,R,R,G,R,R,
2025-08-12T14:02:39Z,17,NORMAL,2,G,10095,6,G,10095,R,G,R,R,R,G,R,R,
2025-08-12T14:02:40Z,17,NORMAL,2,G,11076,6,G,11076,R,G,R,R,R,G,R,R,
2025-08-12T14:02:41Z,17,NORMAL,2,G,12039,6,G,12039,R,G,R,R,R,G,R,R,
2025-08-12T14:02:42Z,17,NORMAL,2,G,12989,6,G,12989,R,G,R,R,R,G,R,R,
2025-08-12T14:02:43Z,17,NORMAL,2,G,14022,6,G,14022,R,G,R,R,R,G,R,R,
2025-08-12T14:02:44Z,17,NORMAL,2,G,15065,6,G,15065,R,G,R,R,R,G,R,R,
2025-08-12T14:02:45Z,17,NORMAL,2,G,16090,6,G,16090,R,G,R,R,R,G,R,R,
2025-08-12T14:02:46Z,17,NORMAL,2,G,17102,6,G,17102,R,G,R,R,R,G,R,R,
2025-08-12T14:02:47Z,17,NORMAL,2,G,18096,6,G,18096,R,G,R,R,R,G,R,R,
2025-08-12T14:02:48Z,17,NORMAL,2,G,19054,6,G,19054,R,G,R,R,R,G,R,R,
2025-08-12T14:02:49Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T14:02:50Z,17,NORMAL,2,Y,1028,6,Y,1028,R,Y,R,R,R,Y,R,R,
2025-08-12T14:02:51Z,17,NORMAL,2,Y,2004,6,Y,2004,R,Y,R,R,R,Y,R,R,
2025-08-12T14:02:52Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:02:53Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T14:02:54Z,17,NORMAL,4,G,989,8,G,989,R,R,R,G,R,R,R,G,
2025-08-12T14:02:55Z,17,NORMAL,4,G,2027,8,G,2027,R,R,R,G,R,R,R,G,
2025-08-12T14:02:56Z,17,NORMAL,4,G,3054,8,G,3054,R,R,R,G,R,R,R,G,
2025-08-12T14:02:57Z,17,NORMAL,4,G,4063,8,G,4063,R,R,R,G,R,R,R,G,
2025-08-12T14:02:58Z,17,NORMAL,4,G,5059,8,G,5059,R,R,R,G,R,R,R,G,
2025-08-12T14:02:59Z,17,NORMAL,4,G,6037,8,G,6037,R,R,R,G,R,R,R,G,
2025-08-12T14:03:00Z,17,NORMAL,4,G,7025,8,G,7025,R,R,R,G,R,R,R,G,
2025-08-12T14:03:01Z,17,NORMAL,4,G,7995,8,G,7995,R,R,R,G,R,R,R,G,
2025-08-12T14:03:02Z,17,NORMAL,4,G,8952,8,G,8952,R,R,R,G,R,R,R,G,
2025-08-12T14:03:03Z,17,NORMAL,4,G,9992,8,G,9992,R,R,R,G,R,R,R,G,
2025-08-12T14:03:04Z,17,NORMAL,4,G,10996,8,G,10996,R,R,R,G,R,R,R,G,
2025-08-12T14:03:05Z,17,NORMAL,4,G,11982,8,G,11982,R,R,R,G,R,R,R,G,
2025-08-12T14:03:06Z,17,NORMAL,4,G,12955,8,G,12955,R,R,R,G,R,R,R,G,
2025-08-12T14:03:07Z,17,NORMAL,4,G,13910,8,G,13910,R,R,R,G,R,R,R,G,
2025-08-12T14:03:08Z,17,NORMAL,4,G,14875,8,G,14875,R,R,R,G,R,R,R,G,
2025-08-12T14:03:09Z,17,NORMAL,4,G,15923,8,G,15923,R,R,R,G,R,R,R,G,
2025-08-12T14:03:10Z,17,NORMAL,4,G,16958,8,G,16958,R,R,R,G,R,R,R,G,
2025-08-12T14:03:11Z,17,NORMAL,4,G,17975,8,G,17975,R,R,R,G,R,R,R,G,
2025-08-12T14:03:12Z,17,NORMAL,4,G,18965,8,G,18965,R,R,R,G,R,R,R,G,
2025-08-12T14:03:13Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T14:03:14Z,17,NORMAL,4,Y,959,8,Y,959,R,R,R,Y,R,R,R,Y,
2025-08-12T14:03:15Z,17,NORMAL,4,Y,1967,8,Y,1967,R,R,R,Y,R,R,R,Y,
2025-08-12T14:03:16Z,17,NORMAL,4,Y,2918,8,Y,2918,R,R,R,Y,R,R,R,Y,
2025-08-12T14:03:17Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:03:18Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T14:03:19Z,17,NORMAL,2,G,969,6,G,969,R,G,R,R,R,G,R,R,
2025-08-12T14:03:20Z,17,NORMAL,2,G,1936,6,G,1936,R,G,R,R,R,G,R,R,
2025-08-12T14:03:21Z,17,NORMAL,2,G,2952,6,G,2952,R,G,R,R,R,G,R,R,
2025-08-12T14:03:22Z,17,NORMAL,2,G,3955,6,G,3955,R,G,R,R,R,G,R,R,
2025-08-12T14:03:23Z,17,NORMAL,2,G,4940,6,G,4940,R,G,R,R,R,G,R,R,
2025-08-12T14:03:24Z,17,NORMAL,2,G,5969,6,G,5969,R,G,R,R,R,G,R,R,
2025-08-12T14:03:25Z,17,NORMAL,2,G,6946,6,G,6946,R,G,R,R,R,G,R,R,
2025-08-12T14:03:26Z,17,NORMAL,2,G,7944,6,G,7944,R,G,R,R,R,G,R,R,
2025-08-12T14:03:27Z,17,NORMAL,2,G,8991,6,G,8991,R,G,R,R,R,G,R,R,
2025-08-12T14:03:28Z,17,NORMAL,2,G,10027,6,G,10027,R,G,R,R,R,G,R,R,
2025-08-12T14:03:29Z,17,NORMAL,2,G,11011,6,G,11011,R,G,R,R,R,G,R,R,
2025-08-12T14:03:30Z,17,NORMAL,2,G,12016,6,G,12016,R,G,R,R,R,G,R,R,
2025-08-12T14:03:31Z,17,NORMAL,2,G,12969,6,G,12969,R,G,R,R,R,G,R,R,
2025-08-12T14:03:32Z,17,NORMAL,2,G,13966,6,G,13966,R,G,R,R,R,G,R,R,
2025-08-12T14:03:33Z,17,NORMAL,2,G,15012,6,G,15012,R,G,R,R,R,G,R,R,
2025-08-12T14:03:34Z,17,NORMAL,2,G,15978,6,G,15978,R,G,R,R,R,G,R,R,
2025-08-12T14:03:35Z,17,NORMAL,2,G,16993,6,G,16993,R,G,R,R,R,G,R,R,
2025-08-12T14:03:36Z,17,NORMAL,2,G,18006,6,G,18006,R,G,R,R,R,G,R,R,
2025-08-12T14:03:37Z,17,NORMAL,2,G,18967,6,G,18967,R,G,R,R,R,G,R,R,
2025-08-12T14:03:38Z,17,NORMAL,2,G,19949,6,G,19949,R,G,R,R,R,G,R,R,
2025-08-12T14:03:39Z,17,NORMAL,2,Y,0,6,Y,0,R,Y,R,R,R,Y,R,R,
2025-08-12T14:03:40Z,17,NORMAL,2,Y,974,6,Y,974,R,Y,R,R,R,Y,R,R,
2025-08-12T14:03:41Z,17,NORMAL,2,Y,1997,6,Y,1997,R,Y,R,R,R,Y,R,R,
2025-08-12T14:03:42Z,17,NORMAL,2,AR,0,6,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:03:43Z,17,NORMAL,4,G,0,8,G,0,R,R,R,G,R,R,R,G,
2025-08-12T14:03:44Z,17,NORMAL,4,G,965,8,G,965,R,R,R,G,R,R,R,G,
2025-08-12T14:03:45Z,17,NORMAL,4,G,2013,8,G,2013,R,R,R,G,R,R,R,G,
2025-08-12T14:03:46Z,17,NORMAL,4,G,3048,8,G,3048,R,R,R,G,R,R,R,G,
2025-08-12T14:03:47Z,17,NORMAL,4,G,4065,8,G,4065,R,R,R,G,R,R,R,G,
2025-08-12T14:03:48Z,17,NORMAL,4,G,5092,8,G,5092,R,R,R,G,R,R,R,G,
2025-08-12T14:03:49Z,17,NORMAL,4,G,6101,8,G,6101,R,R,R,G,R,R,R,G,
2025-08-12T14:03:50Z,17,NORMAL,4,G,7097,8,G,7097,R,R,R,G,R,R,R,G,
2025-08-12T14:03:51Z,17,NORMAL,4,G,8075,8,G,8075,R,R,R,G,R,R,R,G,
2025-08-12T14:03:52Z,17,NORMAL,4,G,9118,8,G,9118,R,R,R,G,R,R,R,G,
2025-08-12T14:03:53Z,17,NORMAL,4,G,10143,8,G,10143,R,R,R,G,R,R,R,G,
2025-08-12T14:03:54Z,17,NORMAL,4,G,11155,8,G,11155,R,R,R,G,R,R,R,G,
2025-08-12T14:03:55Z,17,NORMAL,4,G,12149,8,G,12149,R,R,R,G,R,R,R,G,
2025-08-12T14:03:56Z,17,NORMAL,4,G,13153,8,G,13153,R,R,R,G,R,R,R,G,
2025-08-12T14:03:57Z,17,NORMAL,4,G,14139,8,G,14139,R,R,R,G,R,R,R,G,
2025-08-12T14:03:58Z,17,NORMAL,4,G,15112,8,G,15112,R,R,R,G,R,R,R,G,
2025-08-12T14:03:59Z,17,NORMAL,4,G,16067,8,G,16067,R,R,R,G,R,R,R,G,
2025-08-12T14:04:00Z,17,NORMAL,4,G,17078,8,G,17078,R,R,R,G,R,R,R,G,
2025-08-12T14:04:01Z,17,NORMAL,4,G,18071,8,G,18071,R,R,R,G,R,R,R,G,
2025-08-12T14:04:02Z,17,NORMAL,4,G,19051,8,G,19051,R,R,R,G,R,R,R,G,
2025-08-12T14:04:03Z,17,NORMAL,4,Y,0,8,Y,0,R,R,R,Y,R,R,R,Y,
2025-08-12T14:04:04Z,17,NORMAL,4,Y,972,8,Y,972,R,R,R,Y,R,R,R,Y,
2025-08-12T14:04:05Z,17,NORMAL,4,Y,1926,8,Y,1926,R,R,R,Y,R,R,R,Y,
2025-08-12T14:04:06Z,17,NORMAL,4,Y,2968,8,Y,2968,R,R,R,Y,R,R,R,Y,
2025-08-12T14:04:07Z,17,NORMAL,4,AR,0,8,AR,0,R,R,R,R,R,R,R,R,
2025-08-12T14:04:08Z,17,NORMAL,2,G,0,6,G,0,R,G,R,R,R,G,R,R,
2025-08-12T14:04:09Z,17,NORMAL,2,G,970,6,G,970,R,G,R,R,R,G,R,R,
2025-08-12T14:04:10Z,17,NORMAL,2,G,1927,6,G,1927,R,G,R,R,R,G,R,R,
2025-08-12T14:04:11Z,17,NORMAL,2,G,2967,6,G,2967,R,G,R,R,R,G,R,R,
2025-08-12T14:04:12Z,17,NORMAL,2,G,4017,6,G,4017,R,G,R,R,R,G,R,R,
2025-08-12T14:04:13Z,17,NORMAL,2,G,5049,6,G,5049,R,G,R,R,R,G,R,R,
